公司碼,日期,序碼,說明,出事原因
2409 友達,2012/7/13,01A02,2.友達、LGD與東芝就美國反托拉斯民事團體訴訟案達成和解，3家面板廠同意支,7 訴訟案件
2409 友達,2012/7/13,01A03,付5.435億美元，以和解被美8大州控共謀操控液晶面板價格的官司。再加上先,7 訴訟案件
2409 友達,2012/7/13,01A04,前奇美電、夏普等7家面板廠約5.385億美元的和解金，此次面板價格操縱案民,7 訴訟案件
2409 友達,2012/7/13,01A05,事訴訟和解金額超過10億美元，創下最高紀錄。,7 訴訟案件
2409 友達,2012/7/13,01A06,3.美國消費者在多州提起反托拉斯民事告訴，尋求賠償。根據外電報導，代表面,7 訴訟案件
2409 友達,2012/7/13,01A07,板買方提起集體訴訟的舊金山律師艾利奧圖表示，友達、LGD與東芝， 已經同,7 訴訟案件
2409 友達,2012/7/13,01A08,意支付 5.435億美元， 在美民事訴訟案達成和解。 同時也將向美國 8州支付,7 訴訟案件
2409 友達,2012/7/13,01A09,"2,750萬美元的民事罰款，如此一來，累計和解金總額將達5.71億美元。",7 訴訟案件
1326 台化,2012/7/13,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1326 台化,2012/7/13,01A01,1.台化遭罰21億空污費,9 環保與安全
1326 台化,2012/7/13,01A02,2.嘉義縣環保局昨（12）日指出，環保局監測台化（1326）新港廠所排放的汙染,9 環保與安全
1326 台化,2012/7/13,01A03,"物，已依空氣污染防制法追繳台化新港廠空污費，總計5年21億3,300萬元，扣",9 環保與安全
1326 台化,2012/7/13,01A04,除台化已繳納的1.2億元，台化還須補繳 20億餘元，本週已開出空污費繳款單,9 環保與安全
1326 台化,2012/7/13,01A05,。,9 環保與安全
1326 台化,2012/7/13,01A06,3.台化表示，公司將提出申訴，持續與縣府溝通，希望縣府能收回成命。,9 環保與安全
1326 台化,2012/7/13,01A07,4.台化新港廠建廠時即設置排煙脫硫設備與密閉儲煤系統的先進污染防治設備，,9 環保與安全
1326 台化,2012/7/13,01A08,多年持續運轉，嘉義縣環保局近三年查核達83次，均未有任何異常，亦有運轉,9 環保與安全
1326 台化,2012/7/13,01A09,記錄可查。,9 環保與安全
1326 台化,2012/7/13,01A10,5.嘉義縣環保局長沈弘文表示，2011年4月， 桃園縣政府與檢調聯手查獲華亞汽,9 環保與安全
1326 台化,2012/7/13,01A11,電共生廠捏造空汙排放濃度數據，開罰華亞補繳5年空汙費 6.59億元，「台化,9 環保與安全
1326 台化,2012/7/13,01A12,新港廠涉及短報空汙排放數據，違法情節與華亞廠類似」。,9 環保與安全
2409 友達,2012/7/12,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2409 友達,2012/7/12,01A01,1.說明101年7月12日媒體報導,7 訴訟案件
2409 友達,2012/7/12,01A02,2.報導內容:有關本公司反托拉斯民事案件,7 訴訟案件
2409 友達,2012/7/12,01A03,3.公司對該等報導或提供訊息之說明: 本公司已與美國加州北區聯邦地方法院提,7 訴訟案件
2409 友達,2012/7/12,01A04,"起反托拉斯民事團體訴訟的間接購買人原告,原則上達成和解,該和解仍須送請",7 訴訟案件
2409 友達,2012/7/12,01A05,"法院核准,本公司將於法院核准時做進一步公告,本公司業已於相關的財務報告",7 訴訟案件
2409 友達,2012/7/12,01A06,期間評估認列公司認為合適之準備，因此本公司預計上述和解應不致對本公司,7 訴訟案件
2409 友達,2012/7/12,01A07,本期或未來財務報告期間之財務業務造成重大影響。,7 訴訟案件
4934 太極,2012/7/12,01001,"＊發生其他負面事件,其他",U 其他
4934 太極,2012/7/12,01A01,1.公告Centrotherm申請破產對本公司財務業務無重大影響,U 其他
4934 太極,2012/7/12,01A02,2.發生緣由:Centrotherm宣布申請破產，本公司於101年07月12日上午 8時(台北,U 其他
4934 太極,2012/7/12,01A03,時間)獲知此一確定訊息。,U 其他
4934 太極,2012/7/12,01A04,3.其他應敘明事項:Centrotherm係本公司的設備供應商之一，其宣布申請破產保,U 其他
4934 太極,2012/7/12,01A05,護，對本公司財務業務無重大影響。,U 其他
1326 台化,2012/7/12,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1326 台化,2012/7/12,01A01,1.說明嘉義縣政府要求本公司補繳空污費20億元。,9 環保與安全
1326 台化,2012/7/12,01A02,2.處理過程: 嘉義縣政府以認定本公司新港廠係無任何污染防制設施為基礎，要,9 環保與安全
1326 台化,2012/7/12,01A03,求補繳五年空污費。事實上本公司新港廠早於民國79年建廠運轉之時，即設置,9 環保與安全
1326 台化,2012/7/12,01A04,排煙脫硫設備與密閉儲煤系統之先進污染防治設備，多年來一直持續不斷運轉,9 環保與安全
1326 台化,2012/7/12,01A05,，以近三年來嘉義縣環保局多達83次查核，皆未曾有任何一次異常，運轉記錄,9 環保與安全
1326 台化,2012/7/12,01A06,亦有記錄可查。本公司將提出申訴。,9 環保與安全
1612 宏泰,2012/7/12,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1612 宏泰,2012/7/12,01A01,1.公告桃園縣政府裁處本公司違反空氣污染防制法罰鍰事宜。,9 環保與安全
1612 宏泰,2012/7/12,01A02,2.預計可能損失:罰鍰新台幣十萬元整。,9 環保與安全
2498 宏達電,2012/7/12,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2498 宏達電,2012/7/12,01A01,1.借專利告蘋果 宏達電碰壁,7 訴訟案件
2498 宏達電,2012/7/12,01A02,2.宏達電告蘋果之路又吃癟！美國ITC(國際貿易委員會)11日認定， 宏達電向同,7 訴訟案件
2498 宏達電,2012/7/12,01A03,陣營的Google移轉而來的專利，不能用來控告蘋果侵權，這也讓宏達電對蘋果,7 訴訟案件
2498 宏達電,2012/7/12,01A04,的專利權官司訴訟案，增添不利變數。,7 訴訟案件
2498 宏達電,2012/7/12,01A05,3.對此宏達電則表示，對於美國ITC委員會的判決感到失望， 將尋求其他可行的,7 訴訟案件
2498 宏達電,2012/7/12,01A06,措施，並會在今年下半年於ITC審判程序中，主張並陳述本件訴訟的其他專利,7 訴訟案件
1905 華紙,2012/7/11,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
1905 華紙,2012/7/11,01A01,1.本公司花蓮廠違反空氣污染防制法，處分罰鍰新台幣二十萬元整。,9 環保與安全
1904 正隆,2012/7/10,01001,"＊發生其他負面事件,其他",U 其他
1904 正隆,2012/7/10,01A01,1.罰3紙廠聯漲，公平會敗訴,U 其他
1904 正隆,2012/7/10,01A02,2.正隆、榮成及永豐餘等3家紙廠一致調價，公平會認定有聯合漲價行為， 下令,U 其他
1904 正隆,2012/7/10,01A03,"業者停止漲價，並對3紙廠共處1,000萬罰鍰。但法院認為，公平會沒有掌握業",U 其他
1904 正隆,2012/7/10,01A04,者「合意漲價」證據，判決公平會敗訴。,U 其他
1904 正隆,2012/7/10,01A05,3.公平會指出，待委員會討論後才會對此判決有所決定。不過依據經驗，凡被行,U 其他
1904 正隆,2012/7/10,01A06,政法院駁回的案件，公平會都會上訴。,U 其他
1907 永豐餘,2012/7/10,01001,"＊發生其他負面事件,其他",U 其他
1907 永豐餘,2012/7/10,01A01,1.罰3紙廠聯漲，公平會敗訴,U 其他
1907 永豐餘,2012/7/10,01A02,2.正隆、榮成及永豐餘等3家紙廠一致調價，公平會認定有聯合漲價行為， 下令,U 其他
1907 永豐餘,2012/7/10,01A03,"業者停止漲價，並對3紙廠共處1,000萬罰鍰。但法院認為，公平會沒有掌握業",U 其他
1907 永豐餘,2012/7/10,01A04,者「合意漲價」證據，判決公平會敗訴。,U 其他
1907 永豐餘,2012/7/10,01A05,3.公平會指出，待委員會討論後才會對此判決有所決定。不過依據經驗，凡被行,U 其他
1907 永豐餘,2012/7/10,01A06,政法院駁回的案件，公平會都會上訴。,U 其他
1314 中石化,2012/7/9,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
1314 中石化,2012/7/9,01A01,1.就本公司向今周文化事業股份有限公司暨法定代理人謝金河、社長梁永煌及主,7 訴訟案件
1314 中石化,2012/7/9,01A02,編劉于卿(筆名：劉俞青)等人涉誹謗罪及妨害本公司信用，提起刑事與民事訴,7 訴訟案件
1314 中石化,2012/7/9,01A03,訟等事，特此說明。,7 訴訟案件
1314 中石化,2012/7/9,01A04,2.發生原委(含爭訟標的): 本公司向今周文化事業股份有限公司暨法定代理人謝,7 訴訟案件
1314 中石化,2012/7/9,01A05,金河、社長梁永煌及主編劉于卿(筆名：劉俞青)等人所發行今週刊第 811期所,7 訴訟案件
1314 中石化,2012/7/9,01A06,刊載「中石化股東會現場直擊」一文，對本公司 101年度股東會現場有諸多不,7 訴訟案件
1314 中石化,2012/7/9,01A07,實描寫與批評，其指謫與傳述實足以毀損本公司名譽及信用，本公司已於7月9,7 訴訟案件
1314 中石化,2012/7/9,01A08,日對前開人等提起刑事誹謗罪告訴與民事損害賠償求償訴訟。,7 訴訟案件
1314 中石化,2012/7/9,01A09,3.處理過程: 本公司已委請律師代理本公司向今周文化事業股份有限公司暨法定,7 訴訟案件
1314 中石化,2012/7/9,01A10,代理人謝金河、社長梁永煌及主編劉于卿(筆名：劉俞青)等人就所涉誹謗罪及,7 訴訟案件
1314 中石化,2012/7/9,01A11,妨害公司信用事提起民、刑事訴訟。,7 訴訟案件
2034 允強,2012/7/9,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
2034 允強,2012/7/9,01A01,1.本公司廠房增建工程未依規定於開工日前繳納營建工程空氣污染防制費，遭處,9 環保與安全
2034 允強,2012/7/9,01A02,罰鍰新台幣壹拾萬元整,9 環保與安全
8011 台通,2012/7/9,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
8011 台通,2012/7/9,01A01,1.公告101/07/08觀音工業區大火對本公司影響說明,9 環保與安全
8011 台通,2012/7/9,01A02,2.發生緣由:觀音工業區大火造成本公司電力系統部份毀損， 目前以備用供電設,9 環保與安全
8011 台通,2012/7/9,01A03,備運作，預計3-5日可全面恢復生產。 本公司相關廠房設備皆已向兆豐產物保,9 環保與安全
8011 台通,2012/7/9,01A04,險股份有限公司等保險公司投保火險，相關損失程度尚屬輕微且可獲得理賠。,9 環保與安全
4746 台耀,2012/7/9,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
4746 台耀,2012/7/9,01A01,1.本公司因違反水污染防制法，罰鍰新台幣34萬元,9 環保與安全
1314 中石化,2012/7/6,01001,"＊發生其他負面事件,其他",U 其他
1314 中石化,2012/7/6,01A01,1.有關報載中石化江蘇投資案遭退件之說明,U 其他
1314 中石化,2012/7/6,01A02,2.報導內容:...由於中石化這宗投資案的資金來源全為融資，完全無自有資金，,U 其他
1314 中石化,2012/7/6,01A03,有影響公司財務健全之虞，已於近日退回。,U 其他
1314 中石化,2012/7/6,01A04,3.公司對該等報導或提供訊息之說明:本投資案之投資金額為新台幣344億元，其,U 其他
1314 中石化,2012/7/6,01A05,中三分之一(約新台幣115億元)部分為自有資金(此部分來自於處分信昌股票資,U 其他
1314 中石化,2012/7/6,01A06,金)，或發行海外可轉換公司債等方式籌措。本公司六月底約當現金約140億元,U 其他
1314 中石化,2012/7/6,01A07,扣除唯一銀行借款35.5億元及預計發放現金股利約34.5億元，本公司將是擁有,U 其他
1314 中石化,2012/7/6,01A08,約70億元現金及股東權益365億元之無負債經營的公司。本公司規劃發行115億,U 其他
1314 中石化,2012/7/6,01A09,元之海外可轉債，主要乃在增強自有資本，如履行轉換則本公司股東權益將達,U 其他
1314 中石化,2012/7/6,01A10,480億元，將有能力為未來再擴充做準備；即便屆時皆不履行轉換，該負債115,U 其他
1314 中石化,2012/7/6,01A11,億元佔股東權益365億元比例僅約31.5%。更有甚者，大陸子公司 229億元需由,U 其他
1314 中石化,2012/7/6,01A12,母公司背書保證負擔，以及海外可轉債無人轉換的情況下，此最壞的狀況 344,U 其他
1314 中石化,2012/7/6,01A13,億元負債佔股東權益365億元比率仍低於100%，負債佔總資產比率仍低於50%，,U 其他
1314 中石化,2012/7/6,01A14,財務結構仍處於健康合理範圍。另，股東常會中股東要求須因應環境變化，對,U 其他
1314 中石化,2012/7/6,01A15,該投資案進行重新檢視。本公司將於重新檢視後，再擇機重新提報經濟部投審,U 其他
1314 中石化,2012/7/6,01A16,會審查。,U 其他
2498 宏達電,2012/7/6,01001,"＊發生其他負面事件,勞資關係差",3 勞資關係差
2498 宏達電,2012/7/6,01A01,1.說明聯合晚報101年07月06日B2版之相關報導,3 勞資關係差
2498 宏達電,2012/7/6,01A02,2.報導內容:詳聯合晚報101年07月06日B2版之相關報導。,3 勞資關係差
2498 宏達電,2012/7/6,01A03,3.公司對該等報導或提供訊息之說明:關於媒體報導「HTC在台裁撤部分派遣人員,3 勞資關係差
2498 宏達電,2012/7/6,01A04,」一事，乃因應短期性需求之人力，其約聘人員因合約陸續到期而自然終止，,3 勞資關係差
2498 宏達電,2012/7/6,01A05,非市場謠傳在台裁員之訊息。另為促使營運更有效率運作，並提升企業核心競,3 勞資關係差
2498 宏達電,2012/7/6,01A06,爭力，本公司於巴西與美國北卡羅來納辦公室進行組織優化與人力資源配置。,3 勞資關係差
1314 中石化,2012/7/5,01001,"＊發生其他負面事件,其他",U 其他
1314 中石化,2012/7/5,01A01,1.今週刊本期報導偏頗市場派股東且錯誤百出，懇請各界切勿錯誤引用。惟該刊,U 其他
1314 中石化,2012/7/5,01A02,報導內容證實，市場派另行違法召集股東會一事，係早有預謀安排。,U 其他
1314 中石化,2012/7/5,01A03,2.報導內容:中石化股東會現場直擊 史上最荒謬的一場股東會偏頗不實報導,U 其他
1314 中石化,2012/7/5,01A04,3.公司對該等報導或提供訊息之說明:,U 其他
1314 中石化,2012/7/5,01A05,一、該刊第50頁報導「市場派…於是集體退場，轉戰到頭份兆品酒店，以延續,U 其他
1314 中石化,2012/7/5,01A06,股東會為由，掛起早就準備好的中石化股東會紅布條，開起另一場股東會,U 其他
1314 中石化,2012/7/5,01A07,，並且也選出另一組董監事...」 顯係該週刊完全洞悉市場派股東刻意不,U 其他
1314 中石化,2012/7/5,01A08,報到的攻防劇本，也證實市場派股東早就準備在兆品酒店另行違法召開股,U 其他
1314 中石化,2012/7/5,01A09,東會，並已備妥偽造中石化股東會之紅布條。,U 其他
1314 中石化,2012/7/5,01A10,二、該刊報導內容完全錯誤偏頗，舉例如下：(1)「8點55分左右，竟連這次市,U 其他
1314 中石化,2012/7/5,01A11,場派重要代表人之一的林文仲，都還進不去股東會會場，最後在法院的協,U 其他
1314 中石化,2012/7/5,01A12,助之下才得以進入。」經調閱現場錄影畫面，林文仲在 8點35分就出現在,U 其他
1314 中石化,2012/7/5,01A13,股東會報到處門口，卻不辦理報到。(2)此外，根據現場錄影畫面：8點27,U 其他
1314 中石化,2012/7/5,01A14,分市場派代表盧啟昌未經報到就直接進入會場， 直驅主席台衝撞主席。8,U 其他
1314 中石化,2012/7/5,01A15,點35分市場派代表魏典弘早到達報到處入口，不進入股東會場報到，並在,U 其他
1314 中石化,2012/7/5,01A16,入口處指揮調度市場派出席人群，卻誣指無法報到。市場派代表陳錦璇 9,U 其他
1314 中石化,2012/7/5,01A17,點03分報到9點08分拿到表決票，但不進入會場。市場派代表林曉玟9點05,U 其他
1314 中石化,2012/7/5,01A18,分到報到處入口，但不報到。均在股東會尚未開始時間，且有錄影畫面可,U 其他
1314 中石化,2012/7/5,01A19,稽，顯係市場派故意阻撓本公司股東會報到程序，並計畫違法另行召開股,U 其他
1314 中石化,2012/7/5,01A20,東會早有預謀。(3) 該刊所採訪之股民鄧大宏係受郭紹儀個人委託出席，,U 其他
1314 中石化,2012/7/5,01A21,現場並無其他該刊所偽稱之鄧姓小姐出席，其餘該刊所訪問之徐媽媽、及,U 其他
1314 中石化,2012/7/5,01A22,楊姓股東，經查均為市場派相關連人士，甚至為接受市場派受託出席，或,U 其他
1314 中石化,2012/7/5,01A23,共同辦理報到之人士，顯係該刊所採訪之對象，乃係市場派精心安排受訪,U 其他
1314 中石化,2012/7/5,01A24,之特殊對象，立場極為偏頗，已不言可喻。,U 其他
1314 中石化,2012/7/5,01A25,4.因應措施:(1)本公司重申：101年6月27日股東常會，絕無阻擾股東合法報到情,U 其他
1314 中石化,2012/7/5,01A26,事，一切均有現場監視器錄影畫面可充分證明，證明市場派故意集結報到處門,U 其他
1314 中石化,2012/7/5,01A27,口不為辦理報到，致妨礙拖延其他股東報到，或已報到卻不入場行使股東權利,U 其他
1314 中石化,2012/7/5,01A28,之事實。(2)對該刊配合市場派編劇偏離事實、錯誤報導， 已有惡意中傷本公,U 其他
1314 中石化,2012/7/5,01A29,司形象及信譽之故意，本公司除誠懇呼籲各界切勿錯誤援用外，並決依法追訴,U 其他
1314 中石化,2012/7/5,01A30,。,U 其他
2498 宏達電,2012/7/5,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2498 宏達電,2012/7/5,01A01,1.蘋果英國告侵權 宏達電首勝,7 訴訟案件
2498 宏達電,2012/7/5,01A02,2.英國倫敦法院 4日判決，宏達電行動裝置並未侵害蘋果公司的觸控螢幕技術專,7 訴訟案件
2498 宏達電,2012/7/5,01A03,利，包括滑動解鎖功能內，讓宏達電在雙方的侵權大戰中扳回一城。,7 訴訟案件
2498 宏達電,2012/7/5,01A04,3.倫敦法院法官法官佛洛伊德（Christopher Floyd）說， 宏達電裝置沒有侵害,7 訴訟案件
2498 宏達電,2012/7/5,01A05,蘋果4項觸控螢幕專利，並判決其中3項專利無效。,7 訴訟案件
6505 台塑化,2012/7/4,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
6505 台塑化,2012/7/4,01A01,1.公告雲林縣政府裁處本公司違反「空氣汙染防制法」第23條規定，並依同法第,9 環保與安全
6505 台塑化,2012/7/4,01A02,56條規定裁處新臺幣10萬元罰鍰。,9 環保與安全
2008 高興昌,2012/7/3,01001,"＊發生其他負面事件,其他",U 其他
2008 高興昌,2012/7/3,01A01,1.未召開股東會，高興昌繼續執行變更交易方法及分盤交易,U 其他
2008 高興昌,2012/7/3,01A02,2.台灣證券交易所表示，高興昌(2008)前因有證交所營業細則第49條第1項第1、,U 其他
2008 高興昌,2012/7/3,01A03,3款及第 49-2條第1項第4款情事，證交所已公告其上市有價證券列為變更交易,U 其他
2008 高興昌,2012/7/3,01A04,方法及採行分盤集合競價交易方式；由於高興昌未在會計年度終結後六個月內,U 其他
2008 高興昌,2012/7/3,01A05,召開股東常會完畢，因此繼續執行變更交易方法及分盤交易。,U 其他
2371 大同,2012/7/2,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2371 大同,2012/7/2,01A01,1.林蔚山通達案判刑4年半，大同：營運不受影響,7 訴訟案件
2371 大同,2012/7/2,01A02,2.大同(2371)董座林蔚山因投資通達國際公司失利，10年間共使得大同集團虧損,7 訴訟案件
2371 大同,2012/7/2,01A03,17億元，被控觸犯證交法加重背信等罪，板橋地方法院於上周五(29日)將其判,7 訴訟案件
2371 大同,2012/7/2,01A04,刑4年6個月。,7 訴訟案件
2371 大同,2012/6/29,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2371 大同,2012/6/29,01A01,1.台灣板橋地方法院一審刑事判決,7 訴訟案件
2371 大同,2012/6/29,01A02,2.發生原委(含爭訟標的): 台灣板橋地方法院就本公司董事長因違反證券交易法,7 訴訟案件
2371 大同,2012/6/29,01A03,乙案一審判決。,7 訴訟案件
2371 大同,2012/6/29,01A04,3.處理過程:當事人已委請律師處理後續上訴事宜。,7 訴訟案件
2371 大同,2012/6/29,01A05,4.其他應敘明事項:本公司林蔚山董事長關於通達乙案經板橋地方法院於6月29日,7 訴訟案件
2371 大同,2012/6/29,01A06,判決有罪，林董事長對判決結果深感遺憾，完全不能接受，將委由律師上訴，,7 訴訟案件
2371 大同,2012/6/29,01A07,於二審程序中再向法院說明並釐清疑義，以求清白。本公司相信林董事長的清,7 訴訟案件
2371 大同,2012/6/29,01A08,白，並支持董事長上訴以釐清事實，證明其清白。本公司營運、財務與業務一,7 訴訟案件
2371 大同,2012/6/29,01A09,切正常，不會受該案影響。林董事長無私奉獻公司良多，將一如往常，堅持「,7 訴訟案件
2371 大同,2012/6/29,01A10,正、誠、勤、儉」之經營理念，帶領本公司經營團隊創造永續的志業。,7 訴訟案件
2475 華映,2012/6/29,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2475 華映,2012/6/29,01A01,1.台灣板橋地方法院一審刑事判決,7 訴訟案件
2475 華映,2012/6/29,01A02,2.發生原委(含爭訟標的): 台灣板橋地方法院就本公司董事長因違反證券交易法,7 訴訟案件
2475 華映,2012/6/29,01A03,乙案一審判決。,7 訴訟案件
2475 華映,2012/6/29,01A04,3.處理過程:當事人已委請律師處理後續上訴事宜。,7 訴訟案件
2475 華映,2012/6/29,01A05,4.其他應敘明事項:本公司林蔚山董事長關於通達乙案經板橋地方法院於6月29日,7 訴訟案件
2475 華映,2012/6/29,01A06,判決有罪，林董事長對判決結果深感遺憾，完全不能接受，將委由律師上訴，,7 訴訟案件
2475 華映,2012/6/29,01A07,於二審程序中再向法院說明並釐清疑義，以求清白。本公司相信林董事長的清,7 訴訟案件
2475 華映,2012/6/29,01A08,白，並支持董事長上訴以釐清事實，證明其清白。本公司營運、財務與業務一,7 訴訟案件
2475 華映,2012/6/29,01A09,切正常，不會受該案影響。林董事長無私奉獻公司良多，將一如往常，堅持「,7 訴訟案件
2475 華映,2012/6/29,01A10,正、誠、勤、儉」之經營理念，帶領本公司經營團隊創造永續的志業。,7 訴訟案件
2474 可成,2012/6/28,01001,"＊發生其他負面事件,其他違法事件",0 其他違法事件
2474 可成,2012/6/28,01A01,1.澄清101年06月25日蘋果日報之部份新聞內容,0 其他違法事件
2474 可成,2012/6/28,01A02,2.公司對該等報導或提供訊息之說明:針對投資人詢問蘋果日報於 101年6月25日,0 其他違法事件
2474 可成,2012/6/28,01A03,刊載《企業違反勞基法排行》之相關報導，本公司回應如下:,0 其他違法事件
2474 可成,2012/6/28,01A04,(1)全國有至少二十六個地區或機構， 其中僅六地區(機構)定期公布違規狀況,0 其他違法事件
2474 可成,2012/6/28,01A05,，另六地區(機構)不定期公布， 但確有超過半數的十四地區(機構)未公布,0 其他違法事件
2474 可成,2012/6/28,01A06,，因此計算基礎不一，資料不具代表性、參考性。,0 其他違法事件
2474 可成,2012/6/28,01A07,(2)該報導搜集之資料內容既不齊全， 因此相關排名更不具意義，但卻以此排,0 其他違法事件
2474 可成,2012/6/28,01A08,名為報導為重點，實有誤導之嫌。,0 其他違法事件
2474 可成,2012/6/28,01A09,(3)企業違規狀況輕重不一， 媒體應關注的是企業未給付薪資、未給付加班費,0 其他違法事件
2474 可成,2012/6/28,01A10,、未達基本工資等重大欠薪事件， 因其影響程度遠高於其他非關薪資之事,0 其他違法事件
2474 可成,2012/6/28,01A11,項(例如未備置勞工出勤紀錄)等。蘋果日報將所有違規事項不論輕重， 以,0 其他違法事件
2474 可成,2012/6/28,01A12,相同事件、權重看待，反而模糊焦點，並無法協助讀者了解真相與全貌。,0 其他違法事件
2474 可成,2012/6/28,01A13,(4)部分違規事件實與貴報所載標題無關，蘋果日報之用語過度渲染， 並不符,0 其他違法事件
2474 可成,2012/6/28,01A14,合實情，也實有誤導讀者之疑。,0 其他違法事件
2474 可成,2012/6/28,01A15,(5)本公司均依照規定給付本薪、各項津貼以及加班費等薪資， 並依據公司營,0 其他違法事件
2474 可成,2012/6/28,01A16,運狀況，提供相關獎金、紅利等，目前整體薪資待遇皆優於水準。,0 其他違法事件
2474 可成,2012/6/28,01A17,(6)政府法令缺乏彈性，面對台灣企業所最具全球競爭力之科技產業而言， 著,0 其他違法事件
2474 可成,2012/6/28,01A18,實限制企業營運\接單之彈性，也限制了員工工時調整、提高薪資收入之需,0 其他違法事件
2474 可成,2012/6/28,01A19,求。懇請媒體後續報導相關勞工新聞時， 能先了解多數企業與員工之需求,0 其他違法事件
2474 可成,2012/6/28,01A20,，並針對不合理、不合時宜之法規提出具體建言， 也敦促相關機關能據以,0 其他違法事件
2474 可成,2012/6/28,01A21,修訂，避免優良廠商被不符台灣所需之法令所限縮，甚而違規情事。,0 其他違法事件
2337 旺宏,2012/6/28,01001,"＊發生其他負面事件,內線交易",6 內線交易
2337 旺宏,2012/6/28,01A01,1.力晶董座黃崇仁 兩罪改判3年10月,6 內線交易
2337 旺宏,2012/6/28,01A02,2.力晶董事長黃崇仁被控與旺宏電子合作前，先買入旺宏股票的內線交易案，一,6 內線交易
2337 旺宏,2012/6/28,01A03,審判無罪，台灣高等法院昨天改判有罪；加上他挪用公司五百多萬裝潢自宅涉,6 內線交易
2337 旺宏,2012/6/28,01A04,背信罪，共被判三年十個月。,6 內線交易
2383 台光電,2012/6/28,01001,"＊發生其他負面事件,環保與安全",9 環保與安全
2383 台光電,2012/6/28,01A01,1.公告桃園縣政府裁處本公司違反空氣污染防制法罰鍰事宜。,9 環保與安全
2383 台光電,2012/6/28,01A02,2.預計可能損失:罰鍰新台幣十萬元整。,9 環保與安全
2498 宏達電,2012/6/27,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
2498 宏達電,2012/6/27,01A01,1.蘋果旗下 再告宏達電,7 訴訟案件
2498 宏達電,2012/6/27,01A02,2.宏達電（2498）與蘋果子公司閃點科技（FlashPoint Technology） 官司再起,7 訴訟案件
2498 宏達電,2012/6/27,01A03,，美國國際貿易委員會（ITC）已正式受理專利侵權案並展開調查， 宏達電昨,7 訴訟案件
2498 宏達電,2012/6/27,01A04,（26）日表示已確認此事，但由於此案已進入訴訟程序，對官司不予以評論。,7 訴訟案件
2498 宏達電,2012/6/27,01A05,3.閃點科技此次控告的廠商包括宏達電、Pantech、華為、華為美國子公司 以及,7 訴訟案件
2498 宏達電,2012/6/27,01A06,中興通訊。ITC指出，根據閃點科技在5月23日提出的控訴案，主張以上公司進,7 訴訟案件
2498 宏達電,2012/6/27,01A07,口至美國的手機、平板電腦等電子產品，觸犯1930年美國關稅法第 337條規定,7 訴訟案件
2498 宏達電,2012/6/27,01A08,，要求ITC發布禁制令與停止銷售令。,7 訴訟案件
1447 力鵬,2012/6/22,01001,"＊發生其他負面事件,訴訟案件",7 訴訟案件
1447 力鵬,2012/6/22,01A01,1.就力鵬企業股份有限公司以維護股東權益為由對本公司向台北地院提出撤銷股,7 訴訟案件
1447 力鵬,2012/6/22,01A02,東會之訴乙事，說明之。,7 訴訟案件
1447 力鵬,2012/6/22,01A03,2.發生原委(含爭訟標的): 力鵬企業股份有限公司向本公司以維護股東權益為由,7 訴訟案件
1447 力鵬,2012/6/22,01A04,，向台北地院法院聲請撤銷股東會決議之訴。經台北地方法院判決被告中國石,7 訴訟案件
1447 力鵬,2012/6/22,01A05,油化學工業股份有限公司(以下稱中石化公司)及沈慶京在民國一百零一年六月,7 訴訟案件
1447 力鵬,2012/6/22,01A06,二十七日召開之中石化公司股東常會中，針對原告持有之中石化公司股份，不,7 訴訟案件
1447 力鵬,2012/6/22,01A07,得無故自行或指定他人對原告拒發、短發選票或表決票，亦不得無故剔除或不,7 訴訟案件
1447 力鵬,2012/6/22,01A08,計入原告之表決權或選舉權數。聲請人其餘聲明 「不得拒絕原告(力鵬企業股,7 訴訟案件
1447 力鵬,2012/6/22,01A09,份有限公司)指定之被告中石化股東擔任被告中石化民國101年度股東常會選舉,7 訴訟案件
1447 力鵬,2012/6/22,01A10,事項及臨時動議之計票員，不得拒絕原告指定之被告中石化股東擔任被告中石,7 訴訟案件
1447 力鵬,2012/6/22,01A11,化民國101年度股東常會選舉事項及臨時動議之監票員;被告中石化於民國 101,7 訴訟案件
1447 力鵬,2012/6/22,01A12,年6月27日召開之民國101年度股東常會董事(含獨立董事)及監察人選舉案之選,7 訴訟案件
1447 力鵬,2012/6/22,01A13,舉結果應予撤銷」等均駁回。,7 訴訟案件
